datetime,AGG. ASSAULT,ARSON,AUTO THEFT,BURGLARY,COMMON ASSAULT,HOMICIDE,LARCENY,LARCENY FROM AUTO,RAPE,ROBBERY - CARJACKING,ROBBERY - COMMERCIAL,ROBBERY - RESIDENCE,ROBBERY - STREET,SHOOTING
2018-04-26,19,0,12,15,26,2,28,13,2,0,0,2,13,8
2018-04-27,32,0,14,24,21,0,31,18,2,2,4,2,6,4
2018-04-28,13,1,4,14,25,2,23,23,0,0,3,2,9,2
2018-04-29,21,1,11,18,22,0,27,13,0,0,8,1,8,2
2018-04-30,17,0,14,16,24,0,28,17,1,1,3,1,15,2
2018-05-01,14,1,10,12,24,1,47,18,0,0,2,1,5,0
2018-05-02,18,1,5,15,23,0,28,22,0,1,0,0,7,2
2018-05-03,15,0,7,18,31,1,25,10,0,1,0,6,5,3
2018-05-04,15,2,14,18,22,0,33,9,2,0,2,4,10,0
2018-05-05,16,0,5,12,23,1,35,16,0,3,1,2,11,3
2018-05-06,20,0,12,13,20,2,23,14,0,1,1,1,8,2
2018-05-07,18,0,11,17,32,0,33,12,2,0,1,1,5,1
2018-05-08,25,0,11,16,25,2,21,15,1,0,4,0,2,4
2018-05-09,15,0,9,6,27,1,21,16,1,0,1,4,6,0
2018-05-10,14,1,8,23,23,0,41,30,2,2,2,3,8,4
2018-05-11,19,0,14,16,29,0,44,15,2,2,2,0,13,1
2018-05-12,23,0,15,6,29,1,33,15,0,1,1,3,10,1
2018-05-13,13,0,9,13,25,0,21,17,1,1,1,1,11,0
2018-05-14,28,0,14,19,15,1,30,16,1,1,5,1,15,5
2018-05-15,25,0,10,14,30,1,38,23,2,3,1,0,8,5
2018-05-16,17,0,11,19,22,1,36,15,0,0,2,2,14,3
2018-05-17,12,0,4,14,25,0,29,17,1,0,3,1,14,1
2018-05-18,26,1,5,20,15,0,35,17,0,4,4,1,18,0
2018-05-19,20,1,10,12,26,1,22,13,0,1,2,1,9,1
2018-05-20,17,0,11,16,28,1,30,15,2,3,3,1,5,1
2018-05-21,15,0,11,17,27,0,28,24,0,0,2,1,10,1
2018-05-22,11,0,10,12,29,2,29,26,1,0,2,1,9,1
2018-05-23,27,0,7,21,29,1,44,27,0,3,0,2,7,3
2018-05-24,19,0,9,25,21,1,45,21,0,1,0,4,12,1
2018-05-25,10,0,9,20,25,0,43,18,4,0,3,0,6,2
2018-05-26,14,0,10,10,28,0,22,14,1,0,1,1,9,3
2018-05-27,14,2,12,11,17,0,22,15,1,0,3,0,7,3
2018-05-28,17,0,4,14,30,0,31,14,1,0,7,2,7,5
2018-05-29,23,1,11,22,29,1,38,19,1,2,2,3,17,2
2018-05-30,21,0,12,17,26,0,36,17,2,0,5,1,10,1
2018-05-31,14,0,5,17,20,0,40,13,1,0,6,0,7,0
2018-06-01,18,0,14,16,17,2,38,22,6,1,0,4,8,0
2018-06-02,11,0,8,21,34,1,23,22,1,1,0,1,12,0
2018-06-03,13,0,8,11,19,1,25,20,0,0,4,1,17,1
2018-06-04,15,1,8,15,27,0,37,10,0,1,4,1,7,3
2018-06-05,14,1,9,26,27,0,39,14,0,2,5,3,12,1
2018-06-06,25,1,9,20,34,0,25,18,1,0,2,2,8,3
2018-06-07,18,1,9,19,28,0,34,13,2,0,4,0,8,1
2018-06-08,16,0,10,23,29,0,42,21,0,1,3,1,4,3
2018-06-09,18,0,8,15,35,1,38,10,2,1,3,1,8,3
2018-06-10,21,0,13,14,24,1,21,19,1,0,5,0,7,5
2018-06-11,15,0,12,12,16,2,29,29,2,1,1,0,9,2
2018-06-12,21,2,13,8,25,2,46,12,2,1,5,2,5,1
2018-06-13,20,0,3,20,24,1,38,23,2,0,4,1,8,1
2018-06-14,18,1,17,17,24,1,25,13,1,1,7,1,0,0
2018-06-15,14,0,5,20,30,0,40,18,2,0,2,0,16,0
2018-06-16,18,0,16,10,25,4,35,13,2,1,3,1,8,5
2018-06-17,12,2,13,10,22,1,22,17,2,4,2,3,10,2
2018-06-18,13,0,8,11,26,1,34,24,0,2,3,0,3,0
2018-06-19,10,0,11,20,22,1,37,18,1,0,4,1,5,1
2018-06-20,16,0,8,18,25,4,39,16,1,3,3,0,7,2
2018-06-21,24,0,15,20,17,0,34,22,2,6,4,1,12,1
2018-06-22,14,0,12,14,21,0,33,15,1,1,1,2,13,1
2018-06-23,9,0,10,18,16,0,27,16,0,1,9,1,12,0
2018-06-24,17,0,10,19,23,0,31,16,0,0,2,2,12,2
2018-06-25,16,0,7,27,20,0,26,26,1,2,2,0,5,3
2018-06-26,14,0,11,19,19,0,29,21,0,2,1,0,5,2
2018-06-27,15,0,10,13,16,0,33,15,3,0,4,3,7,1
2018-06-28,17,0,7,18,22,0,29,22,3,1,1,0,3,1
2018-06-29,15,0,10,19,22,0,41,23,0,0,1,0,2,0
2018-06-30,26,0,11,9,31,0,22,12,2,2,1,2,6,11
2018-07-01,16,0,9,15,30,1,30,14,3,3,2,1,6,1
2018-07-02,14,0,12,18,17,0,33,9,2,0,8,2,8,0
2018-07-03,14,0,5,13,18,1,35,17,2,0,0,2,8,1
2018-07-04,21,3,11,22,23,1,19,16,0,1,2,0,10,1
2018-07-05,13,0,13,15,25,2,38,21,1,0,6,0,8,0
2018-07-06,9,0,14,16,24,1,32,12,2,1,0,0,9,2
2018-07-07,20,0,10,31,17,1,21,23,0,0,3,0,4,4
2018-07-08,14,0,14,16,25,1,25,15,0,1,0,2,12,1
2018-07-09,14,0,17,23,19,3,32,15,0,2,4,1,10,2
2018-07-10,12,0,9,19,13,3,33,16,1,2,1,2,9,1
2018-07-11,13,0,6,11,23,0,27,10,2,1,1,2,9,2
2018-07-12,18,0,11,22,21,0,46,16,1,0,6,0,8,0
2018-07-13,16,0,5,17,27,0,34,13,0,0,4,1,9,0
2018-07-14,15,0,15,17,30,0,34,11,2,0,1,1,12,1
2018-07-15,23,0,12,13,26,2,27,17,1,1,2,3,13,1
2018-07-16,18,0,15,18,18,1,36,19,2,1,1,1,9,2
2018-07-17,20,0,20,11,19,0,25,22,1,2,2,0,9,2
2018-07-18,14,1,11,23,26,1,36,26,1,0,9,3,14,3
2018-07-19,16,0,13,22,22,2,34,16,1,0,1,4,11,1
2018-07-20,18,0,10,25,26,2,30,12,0,1,3,1,6,3
2018-07-21,20,0,11,16,22,3,30,13,2,0,3,1,14,8
2018-07-22,13,0,12,21,27,1,25,18,1,1,3,2,4,1
2018-07-23,13,2,16,21,23,0,29,29,0,1,8,0,13,2
2018-07-24,15,0,9,17,19,0,31,20,2,0,4,0,11,3
2018-07-25,16,0,9,36,29,1,36,21,1,2,2,0,5,2
2018-07-26,19,0,8,23,22,0,39,26,1,3,2,1,22,1
2018-07-27,22,1,12,22,33,0,38,19,0,3,1,0,10,2
2018-07-28,20,1,9,18,21,0,19,17,0,2,0,1,5,1
2018-07-29,22,0,16,16,22,1,36,20,0,2,2,1,7,2
2018-07-30,25,1,19,23,36,0,34,18,1,2,3,1,15,2
2018-07-31,8,0,13,21,19,2,33,22,0,4,3,1,9,1
2018-08-01,19,0,6,29,19,3,33,13,0,2,1,2,12,1
2018-08-02,18,0,18,13,19,0,30,19,0,3,2,2,13,0
2018-08-03,22,1,13,25,27,1,33,12,0,5,0,0,17,2
2018-08-04,21,0,11,11,26,0,28,12,1,0,1,0,14,1
2018-08-05,21,0,17,12,28,1,29,13,0,4,2,0,15,0
2018-08-06,14,0,14,20,34,1,33,15,4,1,4,0,7,1
2018-08-07,18,0,16,18,17,3,27,22,0,2,4,1,7,3
2018-08-08,18,0,11,19,20,1,28,20,1,2,1,3,11,6
2018-08-09,17,1,16,16,27,3,25,25,2,0,3,1,11,5
2018-08-10,22,0,14,20,32,0,41,16,1,3,1,1,3,2
2018-08-11,24,0,12,11,29,1,31,24,4,0,1,3,29,6
2018-08-12,19,2,12,18,28,0,27,22,2,0,3,0,15,2
2018-08-13,14,0,12,14,21,0,34,19,0,2,2,1,11,5
2018-08-14,17,1,9,22,17,1,38,18,1,4,2,1,15,5
2018-08-15,18,1,12,20,15,2,46,18,0,3,2,1,15,0
2018-08-16,15,0,15,21,25,1,38,21,0,2,0,1,9,1
2018-08-17,17,0,17,30,37,1,27,20,0,2,1,1,9,0
2018-08-18,20,0,5,15,22,2,30,19,3,1,0,3,7,7
2018-08-19,17,1,12,18,31,0,34,21,1,0,3,1,14,4
2018-08-20,21,0,18,22,32,1,28,26,1,1,2,0,5,4
2018-08-21,18,0,17,23,24,1,32,18,0,1,0,3,2,1
2018-08-22,19,0,7,17,15,3,42,24,1,2,1,1,9,4
2018-08-23,23,0,14,15,15,0,42,17,0,2,3,1,9,7
2018-08-24,17,0,13,19,22,0,33,22,0,0,0,2,10,1
2018-08-25,20,0,16,24,26,1,28,13,2,3,2,2,13,5
2018-08-26,25,0,12,15,16,0,23,27,0,4,1,2,9,5
2018-08-27,25,0,13,13,19,0,34,21,2,0,3,8,12,3
2018-08-28,18,2,13,11,28,1,23,21,0,0,1,2,11,6
2018-08-29,16,0,11,16,23,0,37,22,0,0,0,1,5,1
2018-08-30,14,1,8,10,22,2,36,17,0,2,0,0,15,4
2018-08-31,14,0,12,20,24,0,45,18,0,1,1,1,10,1
2018-09-01,14,2,8,17,26,1,42,12,3,0,3,2,10,3
2018-09-02,12,0,8,16,31,0,25,15,4,2,2,2,2,2
2018-09-03,20,1,15,13,12,3,33,17,1,0,2,1,6,2
2018-09-04,25,0,4,16,17,2,44,27,0,1,2,1,3,4
2018-09-05,10,1,7,15,27,0,37,17,0,2,5,1,13,0
2018-09-06,14,0,11,19,19,0,40,17,1,0,1,2,8,1
2018-09-07,7,0,10,26,41,0,30,23,2,0,3,4,7,2
2018-09-08,7,0,7,17,26,0,22,17,0,3,1,0,5,1
2018-09-09,7,0,18,11,22,0,21,15,0,0,3,2,8,2
2018-09-10,17,0,19,24,25,0,37,17,2,4,2,1,7,1
2018-09-11,15,0,6,20,23,1,34,20,0,0,4,0,14,1
2018-09-12,11,1,13,18,20,0,43,11,1,1,2,0,12,0
2018-09-13,16,0,11,19,18,0,37,33,1,1,4,1,23,1
2018-09-14,23,0,9,18,18,3,34,14,0,1,0,3,18,3
2018-09-15,21,0,21,15,25,1,28,16,1,4,4,2,10,2
2018-09-16,19,2,9,11,30,0,24,18,1,1,1,2,16,4
2018-09-17,17,0,11,19,23,2,24,12,2,1,4,0,15,3
2018-09-18,19,0,18,20,17,3,46,20,0,0,0,1,11,4
2018-09-19,12,0,17,12,24,1,38,26,1,2,2,0,11,4
2018-09-20,15,0,11,23,18,1,28,23,0,1,2,6,10,4
2018-09-21,14,0,14,24,20,0,33,18,2,0,0,0,11,2
2018-09-22,12,0,9,14,37,1,27,22,1,0,1,0,14,3
2018-09-23,16,0,13,14,19,0,18,14,2,1,2,2,19,1
2018-09-24,15,0,10,9,24,2,40,27,1,0,4,0,19,0
2018-09-25,13,0,18,22,25,1,25,27,1,0,4,0,17,2
2018-09-26,17,0,11,11,24,2,33,17,0,0,2,2,8,1
2018-09-27,10,0,15,19,18,3,37,23,1,1,4,3,15,1
2018-09-28,16,1,13,23,28,1,22,16,0,0,2,2,9,2
2018-09-29,19,0,13,17,34,2,21,13,1,0,2,0,17,2
2018-09-30,22,0,13,20,26,5,31,13,2,1,5,5,8,2
2018-10-01,17,0,10,21,23,2,46,12,2,0,2,1,13,1
2018-10-02,23,0,14,24,28,2,41,23,1,2,1,3,13,2
2018-10-03,15,2,8,20,24,1,39,16,2,0,2,2,18,2
2018-10-04,11,0,7,17,39,2,40,18,1,4,2,0,11,0
2018-10-05,16,0,17,11,30,2,33,17,1,0,2,0,12,3
2018-10-06,23,0,18,11,37,0,21,19,0,0,3,0,15,3
2018-10-07,22,0,10,10,21,1,19,22,0,3,2,2,11,4
2018-10-08,19,1,9,28,34,2,26,24,0,0,0,2,8,0
2018-10-09,18,2,12,19,29,1,29,17,2,0,1,1,14,1
2018-10-10,19,0,13,22,26,0,36,45,1,2,5,2,8,4
2018-10-11,22,1,9,16,26,0,38,21,2,1,5,1,9,3
2018-10-12,7,0,11,18,23,1,37,30,0,0,5,2,15,1
2018-10-13,13,0,6,13,22,0,30,15,1,2,1,5,9,1
2018-10-14,17,0,17,12,29,1,38,18,1,3,4,1,8,1
2018-10-15,16,0,12,24,30,0,26,34,1,0,4,4,13,5
2018-10-16,12,1,8,21,23,3,22,35,3,0,2,1,13,8
2018-10-17,21,0,5,15,15,1,39,42,0,1,4,2,12,4
2018-10-18,10,0,15,20,16,3,22,31,1,3,3,0,7,3
2018-10-19,9,1,13,34,15,0,29,31,4,4,4,2,14,2
2018-10-20,13,0,16,12,29,0,37,23,0,1,7,2,11,0
2018-10-21,16,0,13,13,25,3,19,22,0,0,1,2,11,0
2018-10-22,11,1,12,20,20,1,35,14,0,2,2,0,6,1
2018-10-23,14,2,13,21,30,1,30,17,1,0,2,3,11,5
2018-10-24,15,0,10,17,30,1,25,21,0,1,0,0,10,1
2018-10-25,12,0,13,16,14,0,28,21,1,2,0,0,9,0
2018-10-26,14,0,12,26,23,0,31,26,1,4,1,1,6,2
2018-10-27,16,1,12,14,18,1,17,24,0,0,4,2,24,0
2018-10-28,21,0,16,21,19,0,16,27,0,0,2,2,15,3
2018-10-29,12,0,21,24,20,1,38,29,0,2,1,1,13,0
2018-10-30,12,0,10,19,29,1,28,23,1,2,4,0,6,3
2018-10-31,18,0,12,16,28,3,37,21,2,5,0,1,11,3
2018-11-01,27,1,16,18,30,0,34,15,1,1,1,0,9,1
2018-11-02,14,0,17,32,16,0,36,20,1,1,0,0,10,1
2018-11-03,11,2,14,23,24,0,24,17,0,1,2,2,10,0
2018-11-04,11,1,7,20,34,1,28,24,0,5,3,3,17,1
2018-11-05,10,0,9,18,12,0,30,19,0,4,2,2,12,3
2018-11-06,21,0,15,20,16,0,20,26,1,2,7,1,9,3
2018-11-07,18,0,15,22,33,0,39,24,1,4,3,1,8,2
2018-11-08,13,0,14,21,18,2,41,21,0,2,4,1,14,3
2018-11-09,9,0,14,20,24,1,34,20,1,0,9,0,12,3
2018-11-10,17,0,10,16,24,1,38,17,0,1,2,0,9,1
2018-11-11,17,0,11,10,26,0,23,15,0,2,4,3,7,2
2018-11-12,9,0,16,16,17,0,25,13,1,1,4,4,8,0
2018-11-13,15,0,15,17,16,0,33,22,0,0,6,0,9,1
2018-11-14,11,1,9,11,22,1,34,21,0,4,4,0,18,2
2018-11-15,16,0,17,18,17,0,26,18,2,2,9,1,7,0
2018-11-16,15,0,10,15,19,3,27,33,0,2,7,4,12,1
2018-11-17,18,0,20,10,27,1,29,21,0,1,1,0,8,4
2018-11-18,13,0,8,13,31,0,32,20,1,4,1,0,24,1
2018-11-19,19,1,17,20,30,1,39,20,3,0,4,2,18,1
2018-11-20,12,0,14,16,27,0,38,15,0,1,3,1,9,0
2018-11-21,11,1,9,16,23,1,38,21,1,2,2,3,18,1
2018-11-22,19,0,15,11,29,0,16,20,0,1,2,2,1,1
2018-11-23,18,1,8,10,21,0,38,14,2,1,3,1,6,6
2018-11-24,10,0,9,9,12,0,33,21,0,0,2,2,13,0
2018-11-25,18,0,10,11,24,3,20,27,0,2,5,1,11,2
2018-11-26,6,0,12,16,15,0,41,14,3,2,3,1,13,0
2018-11-27,17,0,15,14,24,0,34,17,0,0,5,1,15,5
2018-11-28,13,1,15,13,28,2,41,14,0,0,0,0,2,2
2018-11-29,9,0,12,12,32,1,32,15,0,2,6,1,29,0
2018-11-30,14,0,9,17,19,1,43,6,1,0,2,1,14,1
2018-12-01,14,2,9,21,23,3,41,20,1,2,1,1,12,4
2018-12-02,9,0,9,9,33,1,33,21,0,3,1,1,11,3
2018-12-03,16,0,9,14,17,3,34,14,4,2,5,2,9,3
2018-12-04,23,0,8,22,21,0,35,15,2,4,4,0,13,4
2018-12-05,14,0,12,18,37,0,37,16,0,1,5,1,13,3
2018-12-06,15,1,11,22,14,0,25,17,2,3,2,2,11,1
2018-12-07,29,0,12,17,21,2,39,16,0,2,2,0,12,3
2018-12-08,14,1,8,7,23,0,29,12,0,2,4,1,11,2
2018-12-09,11,0,10,10,17,0,31,24,1,0,2,2,6,5
2018-12-10,18,0,22,22,14,2,26,15,0,1,7,1,11,1
2018-12-11,13,0,18,25,28,0,32,17,0,4,5,1,17,0
2018-12-12,17,1,10,21,23,2,34,11,1,2,6,1,16,0
2018-12-13,15,0,14,17,24,2,36,20,0,3,3,3,12,1
2018-12-14,17,1,9,19,25,1,25,28,0,1,2,2,7,3
2018-12-15,9,0,13,16,26,1,42,20,1,1,2,1,15,1
2018-12-16,14,1,14,8,26,0,16,24,0,1,1,0,9,0
2018-12-17,16,0,22,17,10,0,28,35,0,1,2,1,10,1
2018-12-18,25,0,15,27,23,0,43,23,1,3,4,1,12,8
2018-12-19,14,0,14,20,14,3,29,27,0,0,3,1,11,1
2018-12-20,11,0,7,100,20,0,30,27,1,2,2,1,8,2
2018-12-21,16,0,17,19,24,3,27,37,0,1,5,0,5,2
2018-12-22,13,0,11,9,15,0,25,17,0,1,2,5,8,3
2018-12-23,10,0,5,23,19,0,26,26,0,0,1,1,7,0
2018-12-24,16,0,13,17,16,0,37,14,0,2,7,1,10,6
2018-12-25,14,0,9,14,25,1,12,19,0,0,0,0,3,0
2018-12-26,12,0,9,11,17,0,27,13,0,1,1,0,6,1
2018-12-27,21,0,17,12,16,0,20,18,1,4,2,1,12,6
2018-12-28,14,1,12,21,26,0,34,16,1,2,6,9,14,0
2018-12-29,15,0,6,14,15,0,37,17,1,2,4,1,15,2
2018-12-30,11,0,15,14,25,2,22,15,0,2,5,0,9,0
2018-12-31,17,0,17,11,21,2,37,15,3,0,2,1,6,4
2019-01-01,22,0,10,13,34,2,19,17,2,2,11,2,8,2
2019-01-02,19,1,5,19,12,0,26,30,0,0,2,3,7,1
2019-01-03,8,0,10,15,19,1,37,11,0,3,3,2,12,4
2019-01-04,15,0,17,19,25,0,32,11,1,4,4,1,3,4
2019-01-05,26,0,10,17,11,0,21,32,0,3,2,4,8,6
2019-01-06,13,0,9,14,27,1,15,25,1,1,1,2,7,2
2019-01-07,15,0,13,15,18,0,22,37,3,2,6,0,8,0
2019-01-08,18,0,11,18,22,0,38,30,0,1,1,2,10,0
2019-01-09,14,0,19,23,17,1,33,18,1,0,3,2,21,4
2019-01-10,16,0,9,8,17,1,33,24,0,3,1,0,11,1
2019-01-11,20,1,15,21,26,3,19,17,0,5,6,1,16,1
2019-01-12,10,0,12,16,27,0,24,7,1,0,4,3,4,1
2019-01-13,8,0,11,6,23,3,12,13,0,0,1,2,2,1
2019-01-14,8,0,11,11,24,0,28,13,1,3,4,0,12,1
2019-01-15,13,1,17,15,26,1,44,16,1,2,1,0,6,1
2019-01-16,12,1,15,21,19,0,30,19,0,0,2,1,18,1
2019-01-17,12,1,8,10,19,0,26,7,1,0,6,1,8,0
2019-01-18,13,0,13,12,26,1,29,20,0,2,1,0,5,2
2019-01-19,10,0,6,10,16,2,22,8,2,2,2,1,10,1
2019-01-20,13,0,9,12,18,0,19,14,1,2,1,1,10,6
2019-01-21,10,0,11,8,11,1,24,12,0,1,4,0,11,2
2019-01-22,17,0,10,11,16,4,19,14,0,3,4,1,8,1
2019-01-23,13,0,10,22,19,0,22,18,0,1,3,1,3,1
2019-01-24,9,0,16,22,25,1,32,15,0,0,7,0,8,1
2019-01-25,13,0,9,18,14,0,21,10,0,0,1,4,8,1
2019-01-26,11,0,7,12,16,2,26,13,0,0,1,0,9,0
2019-01-27,10,0,5,10,14,0,23,16,0,1,2,1,16,0
2019-01-28,13,0,8,14,24,1,33,11,0,1,1,0,7,3
2019-01-29,9,0,14,19,13,0,34,17,1,1,3,1,3,1
2019-01-30,7,1,6,17,12,0,33,15,1,0,2,0,9,0
2019-01-31,8,0,14,12,18,0,27,7,1,1,4,1,8,0
2019-02-01,10,0,11,8,12,1,27,11,3,0,3,1,4,0
2019-02-02,12,0,9,17,18,1,22,13,2,1,2,0,4,0
2019-02-03,17,0,10,9,37,0,20,15,1,1,0,0,4,1
2019-02-04,10,0,16,13,26,0,24,13,0,1,2,2,8,2
2019-02-05,16,2,7,13,29,0,31,15,0,1,2,2,11,3
2019-02-06,15,0,10,18,28,0,31,23,1,2,1,2,15,1
2019-02-07,6,0,18,14,36,0,29,20,2,1,1,1,11,2
2019-02-08,15,0,14,25,19,2,30,15,4,1,2,2,10,2
2019-02-09,8,1,6,11,22,0,22,15,1,2,3,3,8,2
2019-02-10,12,0,12,3,18,0,20,11,0,4,3,1,7,2
2019-02-11,8,0,14,13,22,0,23,9,2,0,1,1,9,1
2019-02-12,6,0,8,14,15,0,22,10,0,4,4,1,3,0
2019-02-13,11,0,7,24,29,0,26,9,0,3,1,1,6,1
2019-02-14,15,0,3,22,18,0,28,16,3,1,1,1,8,0
2019-02-15,7,0,14,16,29,2,35,11,0,0,0,0,4,1
2019-02-16,13,0,9,17,16,1,16,12,0,2,1,1,9,0
2019-02-17,14,0,12,16,23,0,19,13,0,0,0,3,7,0
2019-02-18,16,0,8,17,14,0,26,8,2,1,2,2,8,0
2019-02-19,20,0,6,17,19,0,31,15,0,2,3,1,7,5
2019-02-20,7,0,12,10,11,0,24,12,0,0,3,2,3,1
2019-02-21,21,0,5,19,18,4,33,9,1,1,2,1,6,8
2019-02-22,8,0,9,12,14,3,33,9,0,1,2,0,6,2
2019-02-23,14,0,10,14,16,0,30,17,2,2,3,1,4,1
2019-02-24,15,0,7,17,27,1,19,5,0,1,3,0,2,1
2019-02-25,14,0,9,23,16,1,32,9,0,0,2,1,5,0
2019-02-26,12,0,11,16,24,0,22,8,0,2,1,0,6,3
2019-02-27,18,0,11,9,27,3,24,9,2,1,2,0,7,1
2019-02-28,12,0,8,12,22,0,28,10,0,0,1,0,8,1
2019-03-01,12,0,10,10,16,1,32,14,2,0,1,0,8,2
2019-03-02,11,1,5,11,16,0,25,11,0,1,1,1,7,0
2019-03-03,12,0,14,8,22,1,12,6,1,0,1,4,2,0
2019-03-04,10,1,8,12,25,2,29,7,4,0,2,0,7,0
2019-03-05,16,0,10,13,13,0,20,6,0,2,3,1,4,1
2019-03-06,5,1,12,14,21,0,24,5,0,1,2,0,6,4
2019-03-07,13,1,5,13,21,0,26,4,0,1,1,0,8,0
2019-03-08,5,1,8,5,19,0,31,10,0,1,2,0,0,1
2019-03-09,17,0,9,11,15,2,20,16,0,2,3,1,3,1
2019-03-10,7,0,6,9,19,2,28,8,3,0,3,1,12,2
2019-03-11,15,1,12,12,18,1,24,10,0,3,1,1,7,3
2019-03-12,7,0,8,7,19,1,37,11,0,0,6,4,4,1
2019-03-13,16,0,7,13,23,0,14,12,0,0,2,0,5,0
2019-03-14,10,1,13,3,26,2,28,14,1,0,2,3,6,4
2019-03-15,10,0,11,19,18,0,34,11,0,2,1,1,5,2
2019-03-16,26,0,14,15,32,1,17,19,0,2,4,0,8,1
2019-03-17,19,0,12,10,22,2,19,9,1,1,5,0,9,2
2019-03-18,16,0,16,17,28,1,30,10,0,0,2,1,12,2
2019-03-19,10,1,9,14,28,0,35,11,2,3,2,0,8,0
2019-03-20,12,3,9,8,20,1,33,14,1,0,2,1,8,1
2019-03-21,7,0,6,19,14,2,24,12,1,0,0,1,4,1
2019-03-22,9,0,9,15,20,0,27,11,1,0,4,1,9,4
2019-03-23,15,0,4,23,33,0,34,15,1,0,3,1,9,0
2019-03-24,14,0,7,10,32,0,19,18,0,0,0,0,4,1
2019-03-25,18,1,13,12,27,1,30,12,2,0,1,0,9,1
2019-03-26,16,1,8,9,28,2,26,19,0,0,6,1,9,4
2019-03-27,19,0,5,10,25,1,28,17,1,3,1,0,7,2
2019-03-28,22,2,10,17,33,2,33,14,1,0,0,1,8,7
2019-03-29,15,0,15,12,24,0,27,13,0,1,1,3,4,2
2019-03-30,12,0,11,16,26,1,35,17,1,1,2,0,15,1
2019-03-31,10,0,12,10,25,0,25,12,0,2,2,1,14,2
2019-04-01,9,0,15,17,33,0,34,14,1,2,2,1,3,1
2019-04-02,6,0,9,8,21,1,21,10,1,2,2,3,4,2
2019-04-03,13,0,7,18,17,0,26,8,0,0,1,0,8,4
2019-04-04,23,1,9,14,30,0,43,13,0,0,6,3,7,3
2019-04-05,9,0,9,11,31,0,32,18,2,2,2,1,6,0
2019-04-06,10,0,8,15,20,0,31,18,2,1,0,0,9,4
2019-04-07,11,0,16,9,17,0,30,11,0,0,2,0,9,0
2019-04-08,10,0,10,13,29,0,32,19,2,1,1,1,7,2
2019-04-09,8,0,5,19,23,1,25,10,0,0,1,0,12,2
2019-04-10,25,0,11,24,30,3,28,12,1,0,1,3,3,3
2019-04-11,19,0,8,18,26,1,30,17,4,1,2,0,2,6
2019-04-12,8,0,16,18,25,0,35,11,1,1,2,1,10,1
2019-04-13,15,0,8,14,33,0,24,9,0,1,1,0,6,7
2019-04-14,16,0,6,5,22,1,22,11,1,1,4,1,4,1
2019-04-15,10,0,14,7,20,1,29,10,0,1,4,1,5,1
2019-04-16,21,0,14,12,14,1,25,14,3,2,1,0,4,2
2019-04-17,11,0,10,11,20,1,31,24,1,1,2,1,10,0
2019-04-18,15,0,11,11,20,0,38,20,0,2,2,1,5,2
2019-04-19,10,0,15,15,23,1,19,25,0,1,2,1,8,2
2019-04-20,9,0,10,9,24,0,16,19,0,1,0,4,7,2
2019-04-21,8,0,15,12,33,0,19,11,2,3,1,1,9,0
2019-04-22,14,0,14,17,23,1,34,9,2,2,1,2,6,0
2019-04-23,28,0,13,22,29,1,34,15,0,4,0,1,9,0
2019-04-24,15,0,10,13,23,2,23,11,0,0,2,0,6,4
2019-04-25,19,1,5,17,32,1,30,10,1,1,3,0,10,0
2019-04-26,22,2,5,20,19,2,40,9,1,0,3,1,7,2
2019-04-27,21,0,15,15,26,1,25,12,0,0,3,0,5,3
2019-04-28,16,2,10,11,21,1,25,15,1,1,3,1,4,11
2019-04-29,20,0,6,11,21,1,35,19,0,0,3,0,9,0
2019-04-30,13,0,12,13,22,1,41,14,2,0,4,0,11,5
2019-05-01,17,0,20,6,22,2,47,9,3,1,2,0,9,2
2019-05-02,12,0,6,13,23,0,23,16,2,3,2,0,10,0
2019-05-03,26,0,8,13,23,3,35,6,1,0,3,1,4,9
2019-05-04,23,0,9,6,22,3,28,14,3,1,2,0,10,2
2019-05-05,18,1,11,10,23,1,30,15,1,1,3,0,7,0
2019-05-06,10,1,3,26,23,0,36,14,1,3,5,2,10,3
2019-05-07,14,0,6,16,23,1,23,14,0,0,4,0,9,2
2019-05-08,9,0,11,19,28,0,32,8,0,1,3,1,11,2
2019-05-09,16,0,6,15,27,1,30,16,0,1,0,1,7,1
2019-05-10,17,0,8,13,32,3,27,15,2,1,1,0,16,4
2019-05-11,10,0,6,19,27,0,28,12,1,2,1,0,6,0
2019-05-12,9,0,4,10,21,0,21,13,1,0,1,1,7,1
2019-05-13,11,1,8,13,27,0,34,12,1,3,3,2,9,0
2019-05-14,14,1,12,18,15,3,28,15,0,2,7,0,9,1
2019-05-15,13,2,9,24,27,0,38,19,1,1,1,3,17,2
2019-05-16,18,0,15,14,18,1,32,15,0,0,3,2,6,2
2019-05-17,28,0,9,22,28,1,40,11,1,2,3,2,5,2
2019-05-18,29,0,9,13,36,1,29,16,0,1,1,1,13,3
2019-05-19,24,0,13,16,37,1,28,14,0,1,4,1,7,1
2019-05-20,17,0,12,18,25,1,38,11,0,3,0,0,14,2
2019-05-21,18,0,9,15,29,0,28,27,1,2,5,1,20,0
2019-05-22,22,0,13,15,25,1,44,12,0,1,2,0,22,6
2019-05-23,16,1,16,13,13,1,26,27,2,2,0,3,10,1
2019-05-24,15,0,15,22,21,0,49,16,0,2,0,0,11,1
2019-05-25,29,1,2,15,32,3,27,14,1,5,1,5,8,4
